,Date,Year,Type,Country,Area,Location
309,14-Jul-14,2014,Unprovoked,USA,Florida,Okaloosa Island
310,13-Jul-14,2014,Invalid,BAHAMAS,West End,Tiger Beach
311,12-Jul-14,2014,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County"
312,09-Jul-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
313,05-Jul-14,2014,Provoked,USA,California,"Manhattan Beach, Los Angeles County"
314,05-Jul-14,2014,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County"
315,03-Jul-14,2014,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County"
316, 27-Jun-2014,2014,Boat,ST. MARTIN,,20 miles from shore
317,25-Jun-14,2014,Unprovoked,BAHAMAS,Abaco Islands,
318,18-Jun-14,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula"
320, 17-Jun-2014,2014,Provoked,AUSTRALIA,Western Australia,Horizontal Falls
321,09-Jun-14,2014,Unprovoked,BRAZIL,,500 km off the coast of Pernambuco
322,09-Jun-14,2014,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County"
323,09-Jun-14,2014,Unprovoked,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula"
324,08-Jun-14,2014,Unprovoked,JAPAN,Atsumi peninsula,Aichi
325,07-Jun-14,2014,Unprovoked,USA,Texas,"West Beach, Galveston"
326,01-Jun-14,2014,Unprovoked,USA,Florida,Fort Lauderdale
327,01-Jun-14,2014,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa"
328,01-Jun-14,2014,Unprovoked,USA,Palmyra Atoll,
329,24-May-14,2014,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island
330,23-May-14,2014,Unprovoked,FRANCE,Wallis and Futuna,Wallis Island
331,22-May-14,2014,Provoked,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre
332,20-Nov-15,2015,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island"
333,15-May-14,2014,Unprovoked,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County"
334,14-May-14,2014,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula"
335,13-May-14,2014,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County"
336,11-May-14,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County"
337, 10-May-2014,2014,Invalid,USA,Florida,"Bethel Shoals, Indian River County"
338,06-May-14,2014,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County"
339,01-May-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
340,24-Apr-14,2014,Unprovoked,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay"
341,22-Apr-14,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County"
342,15-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
343, 12-Apr-2014,2014,Boat,SOUTH AFRICA,,
344,12-Apr-14,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred
345,04-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
347,03-Apr-14,2014,Unprovoked,AUSTRALIA,New South Wales,Tathra
348,29-Mar-14,2014,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut
349,22-Mar-14,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns"
350,22-Mar-14,2014,Unprovoked,USA,Florida,Delray Beach
351,21-Mar-14,2014,Unprovoked,USA,Florida,Macarthur State Park
352,18-Mar-14,2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,
353,18-Mar-14,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach
354,13-Mar-14,2014,Invalid,CAYMAN ISLANDS,,
355,18-Mar-14,2014,Invalid,AUSTRALIA,New South Wales,Lennox Head
356,12-Mar-14,2014,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach
357,02-Mar-14,2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County"
358,20-Feb-14,2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine
359, 17-Feb-2014,2014,Boat,PAPUA NEW GUINEA,,
360,08-Feb-14,2014,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula"
361,07-Feb-14,2014,Provoked,TRINIDAD & TOBAGO,Trinidad,
362,07-Feb-14,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay
363,26-Jan-14,2014,Provoked,AUSTRALIA,New South Wales,Umina Beach
364,25-Jan-14,2014,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook
365,04-Jan-14,2014,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island
366,2014,2014,Boat,NEW ZEALAND,,Stewart Island
367,25-Dec-13,2013,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène"
368,16-Dec-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt
369,13-Dec-13,2013,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,
370,11-Dec-13,2013,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County"
371,10-Dec-13,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County"
372,05-Dec-13,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie"
373,02-Dec-13,2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui"
374,30-Nov-13,2013,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbells Beach, "
375,29-Nov-13,2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui"
376,23-Nov-13,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown
377,22-Nov-13,2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County"
378,12-Nov-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth"
379,10-Nov-13,2013,Provoked,BAHAMAS,,Off Cape Eleuthera
380,07-Nov-13,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County"
381,07-Nov-13,2013,Unprovoked,USA,Florida,"Floridana Beach, Brevard County"
382,31-Oct-13,2013,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui"
383,28-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay
384,26-Oct-13,2013,Unprovoked,REUNION,dÉtang-Salé,Ravine Mula
385,26-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Little Island, near Hillarys"
386,24-Oct-13,2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach
387,23-Oct-13,2013,Unprovoked,USA,Hawaii,"Waiehu, Maui"
388,20-Oct-13,2013,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i"
389,19-Oct-13,2013,Unprovoked,USA,Florida,Miami Beach
390,11-Oct-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay"
391,08-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid"
392,06-Oct-13,2013,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County"
393,10-Oct-13,2013,Unprovoked,USA,Florida,"Destin, Okaloosa County"
394,29-Sep-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County"
395,29-Sep-13,2013,Provoked,ISRAEL,Southern District,Ashdod
396, 25-Sep-2013,2013,Unprovoked,USA,Florida,"Panama City, Bay County"
397, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County"
398, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County"
399, 14-Sep-2013,2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County"
400, 12-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County"
401,08-Sep-13,2013,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County"
402, 07-Sep-2013,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County"
403, 07-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County"
404, 02-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County"
405, 01-Sep-2013,2013,Provoked,USA,Florida,Key West Aquarium
406, 01-Sep-2013,2013,Unprovoked,BAHAMAS,,
407, 01-Sep-2013,2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County"
408,31-Aug-13,2013,Unprovoked,BAHAMAS,,Freetown Beach
409,31-Aug-13,2013,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County"
410,29-Aug-13,2013,Invalid,USA,California,Catalina Channel
411,26-Aug-13,2013,Provoked,FRANCE,Bay of Biscay,
412, 25-Aug-2013,2013,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County"
413, 25-Aug-2013,2013,Unprovoked,AUSTRALIA,New South Wales,Smiths
414, 18-Aug-2013,2013,Unprovoked,USA,Hawaii,Pohoiki 
415,17-Aug-13,2013,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County"
416, 14-Aug-2013,2013,Unprovoked,USA,Hawaii,"Makenat, Maui"
417, 13-Aug-2013,2013,Unprovoked,USA,Hawaii,"Ka'a Point, Maui"
418,11-Aug-13,2013,Unprovoked,USA,South Carolina,Folly Beach
419, 08-Aug-2013,2013,Unprovoked,SOUTH AFRICA,,
420, 05-Aug-2013,2013,Unprovoked,USA,Florida,"Sanibel Island, Lee County"
421,  31-Jul-2013,2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui"
422,  30-Jul-2013,2013,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County"
423,28-Jul-13,2013,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay
424,  29-Jul-2013,2013,Unprovoked,MEXICO,Quintana Roo,
425,  29-Jul-2013,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu"
426,28-Jul-13,2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay
427,28-Jul-13,2013,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay
428,    22-Jul-2013,2013,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife"
429,19-Jul-13,2013,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County"
430, 17-Jul-2013,2013,Unprovoked,USA,Florida,"Butler Beach, St Augustine,       St. Johns County"
431,15-Jul-13,2013,Unprovoked,REUNION,Saint-Paul,Le cimetière marin
432,14-Jul-13,2013,Unprovoked,DIEGO GARCIA,,
433,11-Jul-13,2013,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County
434,07-Jul-13,2013,Invalid,SPAIN,Catalonia,"Sant Marti dEmpuries Beach, LEscala"
435,02-Jul-13,2013,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula"
436,30-Jun-13,2013,Unprovoked,TAIWAN,Taitung ,
437,27-Jun-13,2013,Invalid,JAMAICA,Kingston Parish,Port Royal
438,25-Jun-13,2013,Unprovoked,USA,California,"Pacific State , San Mateo County"
439,25-Jun-13,2013,Unprovoked,USA,Florida,"Jacksonville, Duval County"
440,25-Jun-13,2013,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County"
441,18-Jun-13,2013,Unprovoked,USA,Hawaii,Kona Coast State Park
442,17-Jun-13,2013,Unprovoked,USA,Texas,"Surfside Beach, Brazoria County"
443,16-Jun-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay
444,15-Jun-13,2013,Unprovoked,USA,Florida,"Atlantic Beach, Duval County"
445, 14-Jun-2013,2013,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County"
446,06-Jun-13,2013,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County"
447,06-Jun-13,2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach
448,27-May-13,2013,Unprovoked,USA,Hawaii,"Halewia, Oahu"
449,27-May-13,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County"
450,23-May-13,2013,Unprovoked,BRAZIL,Pernambuco,Coral Cove Beach
451,23-May-13,2013,Provoked,PALESTINIAN TERRITORIES,,Gaza
452,14-May-14,2013,Unprovoked,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay"
453,08-May-13,2013,Invalid,USA,California,"Tourmaline Surf Park, San Diego County"
454,08-May-13,2013,Unprovoked,REUNION,Saint-Gilles,Brisant Beach
455,04-May-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County"
456,28-Apr-13,2013,Provoked,AUSTRALIA,New South Wales,Emerald Beach
457,24-Apr-13,2013,Unprovoked,MEXICO,Quintana Roo,"Seagull Beach, Cancun"
458,21-Apr-13,2013,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head
459,17-Apr-13,2013,Unprovoked,USA,Florida,"Near Boynton Beach, Palm Beach County"
460,14-Apr-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay
461,13-Apr-13,2013,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
462,13-Apr-13,2013,Unprovoked,GUAM,,
463,10-Apr-13,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava"
464,04-Apr-13,2013,Unprovoked,USA,Florida,"Jensen Beach, Martin County "
465, 02-Apr-2013,2013,Invalid,AUSTRALIA,Western Australia,Perth
466,02-Apr-13,2013,Unprovoked,USA,Hawaii,Kaanapali Shores
467,31-Mar-13,2013,Invalid,AUSTRALIA,New South Wales,Terrigal Beach
468,29-Mar-13,2013,Unprovoked,SEYCHELLES,,Ile Platte
469, 21-Mar-2013,2013,Unprovoked,BELIZE,,
470,21-Mar-13,2013,Unprovoked,BAHAMAS,Eleuthera,Savannah Sound
471,16-Mar-13,2013,Provoked,SOUTH AFRICA,Western Cape Province,De Mond
472,16-Mar-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach
473,12-Mar-13,2013,Unprovoked,JAMAICA,St. Catherine,Pillikin Red Light area 
474,10-Mar-13,2013,Unprovoked,AUSTRALIA,Western Australia,African Reef off Geraldton
475,10-Mar-13,2013,Unprovoked,PHILIPPINES,Palawan,Off Likas Island
476,03-Mar-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's
477,27-Feb-13,2013,Unprovoked,NEW ZEALAND,North Island,Muriwai
478,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Ka'anapali, Honokowai, Maui"
479,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Paia Bay, Maui"
480,10-Feb-13,2013,Unprovoked,USA,Florida,"""Stuart Rocks"", Martin County"
481,09-Feb-13,2013,Unprovoked,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora"
482,01-Feb-13,2013,Unprovoked,JAMAICA,Kingston Parish,Pedro Cays
483,26-Jan-13,2013,Boat,AUSTRALIA,Victoria,Cape Nelson
484,25-Jan-13,2013,Unprovoked,AUSTRALIA,Queensland,Noosa
485, 21-Jan-2013,2013,Invalid,AUSTRALIA,Queensland,Bullcock Beach
486,16-Jan-13,2013,Unprovoked,USA,Hawaii,Kiholo Bay
487,13-Jan-13,2013,Unprovoked,NEW ZEALAND,Mercury Islands,Great Mercury Island
488,05-Jan-13,2013,Unprovoked,AUSTRALIA,Western Australia,Near Legendre Island
489,31-Dec-12,2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County "
490,30-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef
491,28-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head"
492,25-Dec-12,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's
493,19-Dec-12,2012,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach
494,05-Dec-12,2012,Unprovoked,USA,Hawaii,Kauai
495,02-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,Green Island
496,Dec-12,2012,Unprovoked,NEW ZEALAND,South Island,"Sunday Cove, Fiordland"
497,30-Nov-12,2012,Unprovoked,USA,Hawaii,"Kihei, Maui"
498,27-Nov-12,2012,Invalid,AUSTRALIA,Queensland,Mooloolaba
499,22-Nov-12,2012,Unprovoked,MEXICO,Sinaloa,Nuevo Altata
500,19-Nov-12,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County"
501,04-Nov-12,2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui"
502,04-Nov-12,2012,Unprovoked,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i"
503,30-Oct-12,2012,Unprovoked,USA,California,"Humboldt Bay, Eureka, Humboldt County"
504,27-Oct-12,2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui"
505,23-Oct-12,2012,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County"
506,19-Oct-12,2012,Unprovoked,USA,Florida,"Seaport, Brevard County"
507,18-Oct-12,2012,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County"
508,18-Oct-12,2012,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui"
509,16-Oct-12,2012,Invalid,USA,Florida,Hobe Sound
510, 11-Oct-2012,2012,Unprovoked,NIGERIA,Delta,Oboro
511,10-Oct-12,2012,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County"
512,02-Oct-12,2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth"
513,25-Sep-12,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County"
514,24-Sep-12,2012,Unprovoked,USA,Florida,"Spanish House Beach, Brevard County"
515,16-Sep-12,2012,Unprovoked,USA,Florida," Cocoa Beach, Brevard  County"
516,10-Sep-12,2012,Unprovoked,TONGA,Vava'u,Eueiki Island
517,09-Sep-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
518,08-Sep-12,2012,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County"
519,08-Sep-12,2012,Unprovoked,USA,Florida,"South Beach, Miami-Dade County"
520,06-Sep-12,2012,Unprovoked,USA,Florida,"Neptune Beach, Duval County"
521,06-Sep-12,2012,Unprovoked,USA,Florida,"St. Augustine Beach, St. John's County"
522,04-Sep-12,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County"
523,02-Sep-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
524,02-Sep-12,2012,Provoked,USA,Hawaii,"Spreckelsville, Maui"
526,31-Aug-12,2012,Provoked,SCOTLAND,Inner Hebrides,Off the Isle of Islay
527,28-Aug-12,2012,Unprovoked,AUSTRALIA,Western Australia,Red Bluff near Quobba Station
528,26-Aug-12,2012,Unprovoked,BRAZIL,Pernambuco,"Coral Cove, Cabo de Santo Agostinho"
529,15-Aug-12,2012,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County"
530,11-Aug-12,2012,Boat,AUSTRALIA,Western Australia,Ocean Reef
531,08-Aug-12,2012,Unprovoked,USA,Florida,Key Largo
532,06-Aug-12,2012,Unprovoked,REUNION,Saint Leu,
533,04-Aug-12,2012,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kaukura Atoll
534,31-Jul-12,2012,Unprovoked,USA,California,"Topanga Beach, Los Angeles County"
535,31-Jul-12,2012,Unprovoked,AUSTRALIA,South Australia,Streaky Bay
536,30-Jul-12,2012,Unprovoked,USA,Hawaii,"Mahaulepu Beach, Kauai"
537,30-Jul-12,2012,Unprovoked,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod"
538,24-Jul-12,2012,Invalid,USA,North Carolina,"Ocean Isle, Brunswick County"
539,23-Jul-12,2012,Unprovoked,REUNION,Trois-Bassins,
540,21-Jul-12,2012,Invalid,TRINIDAD & TOBAGO,Trinidad,"Off Radix Village, Mayoro County"
541,19-Jul-12,2012,Invalid,CANADA,British Colombia,"Tofino, Vancouver"
542,14-Jul-12,2012,Unprovoked,AUSTRALIA,Western Australia,Off Wedge Island
543,08-Jul-12,2012,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County"
544,07-Jul-12,2012,Unprovoked,BAHAMAS,Eleuthera,
545,07-Jul-12,2012,Invalid,AUSTRALIA,Victoria,Ship's Graveyard off Point Lonsdale
546,07-Jul-12,2012,Unprovoked,USA,California,"Pleasure Point, Santa Cruz County"
547,06-Jul-12,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein"
548, 28-Jun-2012,2012,Invalid,CROATIA,,Buccari Bay
549,26-Jun-12,2012,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County"
550,26-Jun-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
551,26-Jun-12,2012,Unprovoked,USA,Hawaii,"Kahana Beach, Maui"
552,22-Jun-12,2012,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay
553,22-Jun-12,2012,Unprovoked,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County"
554,20-Jun-12,2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth"
555,19-Jun-12,2012,Invalid,USA,South Carolina,"Myrtle Beach, Horry County"
556,18-Jun-12,2012,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County"
557,15-Jun-12,2012,Provoked,USA,Florida,"Summerland Key, Monroe County"
558,14-Jun-12,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County"
562,12-Jun-12,2012,Unprovoked,AUSTRALIA,Victoria,Port Campbell
563,10-Jun-12,2012,Provoked,ITALY,Sardinia,Muravera
564,03-Jun-12,2012,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle"
565,02-Jun-12,2012,Unprovoked,USA,Florida,"Bethune Beach, Volusia County"
566,02-Jun-12,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County"
567,31-May-12,2012,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County"
568,29-May-12,2012,Unprovoked,MEXICO,Guerrero," Boca de la Leña, La Unión"
569,23-May-12,2012,Unprovoked,USA,Florida,"Jacksonville, Duval County"
570,20-May-12,2012,Unprovoked,USA,Hawaii,"Iroquiois Point, Oahu"
571,16-May-12,2012,Unprovoked,FIJI,,Matacucu Reef 
572,12-May-12,2012,Unprovoked,USA,California,"Leffingwell Landing, Cambria,  San Luis Obispo County"
573,09-May-12,2012,Unprovoked,USA,Florida,"Vero Beach, Indian River County"
574,06-May-12,2012,Unprovoked,USA,California,Off Catalina Island
575,19-Apr-12,2012,Unprovoked,USA,Florida,"Indialantic, Brevard County"
576,19-Apr-12,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,Caves near Kogel Bay
577,11-Apr-12,2012,Unprovoked,AUSTRALIA,South Australia,"Dolphin Bay, Innes National Park"
578,03-Apr-12,2012,Unprovoked,USA,Hawaii,"Leftovers near Chun's Reef, Oahu"
579,Apr-13,2012,Unprovoked,USA,Florida,"Sanibel Island, Lee County"
580,31-Mar-12,2012,Unprovoked,AUSTRALIA,Western Australia,Stratham Beach
581,24-Mar-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
582,22-Mar-12,2012,Boat,AUSTRALIA,Western Australia,Kalbarri
583,20-Mar-12,2012,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach
584,15-Mar-12,2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County "
585,14-Mar-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County"
587,06-Mar-12,2012,Unprovoked,NEW ZEALAND,North Island,"Opunake, Taranake"
588,06-Mar-12,2012,Provoked,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium"
589,05-Mar-12,2012,Unprovoked,REUNION,Saint-Benoit,Port de la Marine
590,04-Mar-12,2012,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County"
591,03-Mar-12,2012,Invalid,SAUDI ARABIA,Tabuk Province,Off Duba
592,01-Mar-12,2012,Provoked,CHILE,Antofagasta Province,Antofagasta
593,26-Feb-12,2012,Provoked,USA,Florida,"Palm Beach Inlet, Palm Beach County"
594,25-Feb-12,2012,Unprovoked,AUSTRALIA,New South Wales,Broughton Island
595,20-Feb-12,2012,Boat,SOUTH AFRICA,Western Cape Province,Strandfontein
596,06-Feb-12,2012,Unprovoked,AUSTRALIA,Queensland,Wurtulla
597, 22-Jan-2012,2012,Unprovoked,BAHAMAS,,Cat Island
598,27-Jan-12,2012,Unprovoked,USA,Hawaii,Lanai
599,19-Jan-12,2012,Unprovoked,AUSTRALIA,Western Australia,Coral Bay
600,18-Jan-12,2012,Provoked,TAIWAN,Taitung ,Taimali
601,18-Jan-12,2012,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach
602,15-Jan-12,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns"
603,13-Jan-12,2012,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County"
604,03-Jan-12,2012,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach
605,02-Jan-12,2012,Unprovoked,AUSTRALIA,Queensland,Duranbah
606,31-Dec-11,2011,Unprovoked,USA,Florida,"Jupiter, Palm Beach County"
607, 26-Dec-2011,2011,Invalid,ANTIGUA,St John's,Fort James Beach
608,25-Dec-11,2011,Unprovoked,ECUADOR,Santa Elena,Barandúa Beach
609,23-Dec-11,2011,Unprovoked,USA,Florida,New Smyrna Beach
610,21-Dec-11,2011,Provoked,USA,Hawaii,"Makahuena Point, Kauai"
611,21-Dec-11,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth"
612,11-Dec-11,2011,Unprovoked,AUSTRALIA,New South Wales,Angourie
613,07-Dec-11,2011,Invalid,SOUTH AFRICA,KwaZulu-Natal,Between Sodwana & Cape Vidal
614,07-Dec-11,2011,Unprovoked,AUSTRALIA,New South Wales,Maroubra
615,06-Dec-11,2011,Unprovoked,USA,Oregon,Seaside Cove
616,05-Dec-11,2011,Invalid,AUSTRALIA,Queensland,Bushy Ilet
617,02-Dec-11,2011,Unprovoked,AUSTRALIA,New South Wales,Broken Head
618,29-Nov-11,2011,Unprovoked,INDONESIA,Bali,Tabanan
619,28-Nov-11,2011,Unprovoked,AUSTRALIA,Queensland,Peregian
620,22-Nov-11,2011,Unprovoked,USA,California,Pigeon Point
621, 20-Nov-2011,2011,Unprovoked,PAPUA NEW GUINEA,East New Britain,Pigeon Island
622,12-Nov-11,2011,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda"
623,11-Nov-11,2011,Unprovoked,REUNION,Bois-Blanc ,Sainte-Rose
624,  29-Oct-2011,2011,Unprovoked,USA,California,"Marina State Beach, Monterey County"
625, 28-Oct-2011,2011,Unprovoked,SCOTLAND,Moray,Spey Bay
626,  29-Oct-2011,2011,Provoked,SOUTH AFRICA,KwaZulu-Natal,"uShaka Aquarium, Durban"
627,22-Oct-11,2011,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island
628,20-Oct-11,2011,Unprovoked,USA,Oregon,"Newport, Lincoln County"
629,19-Oct-11,2011,Unprovoked,AUSTRALIA,Victoria,Elwood Beach
630,11-Oct-11,2011,Unprovoked,USA,Florida,Cape Canaveral
631,10-Oct-11,2011,Unprovoked,USA,Oregon,Seaside
632,09-Oct-11,2011,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach
633,05-Oct-11,2011,Boat,REUNION,,Cap La Houssaye
634,02-Oct-11,2011,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County"
